data,Casos_DataSintoma_MM_atual_PA
2022-01-06,374.3033905032793
2022-01-07,367.13984552505855
2022-01-08,589.3314665656458
2022-01-09,822.0338063432861
2022-01-10,1029.4830605180275
2022-01-11,1217.9833468773104
2022-01-12,1404.9813302441833
2022-01-13,1569.1274488826923
2022-01-14,1735.031520595117
2022-01-15,1792.8528909278336
2022-01-16,1838.4367291300393
2022-01-17,2094.863421597055
2022-01-18,2377.8778854500865
2022-01-19,2690.7622271835535
2022-01-20,3086.9588761926548
2022-01-21,3712.4627900582623
2022-01-22,4506.614086033854
2022-01-23,5174.374375995933
2022-01-24,5629.079896050911
2022-01-25,5927.286678677779
2022-01-26,6178.192064603516
2022-01-27,6351.557386861363
2022-01-28,6474.483417575807
2022-01-29,6600.689546008899
2022-01-30,6690.172427787268
2022-01-31,6732.213393954539
2022-02-01,6741.1687532167625
2022-02-02,6419.432455613867
2022-02-03,5494.143664632332
2022-02-04,4966.977447570034
2022-02-05,4879.7374591668595
2022-02-06,4847.653613482809
2022-02-07,4747.398609065623
2022-02-08,4488.516637591369
2022-02-09,4004.5708187119103
2022-02-10,3417.8217578795525
2022-02-11,2801.1238768135245
2022-02-12,2264.2092486516617
2022-02-13,1883.255267608355
2022-02-14,1556.3452618548226
2022-02-15,1271.544794198948
2022-02-16,1069.2859168245227
2022-02-17,922.575014384498
2022-02-18,808.7845459523625
2022-02-19,697.0539796992473
2022-02-20,607.4157478544937
2022-02-21,535.3032834907251
2022-02-22,475.2267857284337
2022-02-23,424.44677758511955
2022-02-24,361.76258146748404
2022-02-25,307.2596173734128
2022-02-26,270.6739659454721
2022-02-27,241.6815677403344
2022-02-28,227.42539668627944
2022-03-01,205.4945403031873
2022-03-02,181.03081361741846
2022-03-03,158.02265744188378
2022-03-04,134.1642755927057
2022-03-05,114.79340111494663
2022-03-06,96.82900764015343
2022-03-07,84.3969950870493
2022-03-08,63.55453132473388
2022-03-09,51.34702804148769
2022-03-10,46.912666195760806
2022-03-11,49.00680940094259
2022-03-12,51.499477443876366
2022-03-13,53.8596343906704
2022-03-14,65.61234164628537
2022-03-15,74.93772725687042
2022-03-16,81.45405658064516
2022-03-17,78.90393268459675
2022-03-18,72.80047358616513
2022-03-19,64.99405286348394
2022-03-20,57.38627428574069
2022-03-21,53.843728441206544
2022-03-22,55.04636667096842
2022-03-23,54.60864830699304
2022-03-24,52.32638157473465
2022-03-25,51.43542075972345
2022-03-26,51.09821538064109
2022-03-27,47.680339037869935
2022-03-28,48.32045263899282
2022-03-29,49.16838613381406
2022-03-30,53.16711573919533
2022-03-31,53.691593935905836
2022-04-01,53.10440326626168
2022-04-02,52.32385262636902
2022-04-03,52.80181326123296
2022-04-04,54.05740368869729
2022-04-05,58.496093953574395
2022-04-06,60.51055569958638
2022-04-07,60.128286257740406
2022-04-08,46.669469236525
2022-04-09,38.23535730264446
2022-04-10,34.09067106072288
2022-04-11,33.96902946226687
2022-04-12,35.122147902282705
2022-04-13,37.536922727165184
2022-04-14,37.64432078463673
2022-04-15,38.091956727866496
2022-04-16,40.47802505462389
2022-04-17,43.521310036907124
2022-04-18,46.38946883912994
2022-04-19,52.285062148829994
2022-04-20,53.944096922703864
2022-04-21,55.089694758668024
2022-04-22,54.18324484922789
2022-04-23,55.92098023288315
2022-04-24,61.50604703359194
2022-04-25,64.76797054593247
2022-04-26,68.99232947000647
2022-04-27,72.73834953794942
2022-04-28,73.45950304119904
2022-04-29,75.12286535202762
2022-04-30,76.11223383067046
2022-05-01,76.23927757117647
2022-05-02,79.17325428405357
2022-05-03,82.73717183030624
2022-05-04,82.60870248524574
2022-05-05,81.79796812634031
2022-05-06,79.68361907970656
2022-05-07,79.34553602105828
2022-05-08,70.17089681328044
2022-05-09,66.25401085612697
2022-05-10,63.41638642532468
2022-05-11,61.67993519150804
2022-05-12,58.007463428125824
2022-05-13,57.26389547167225
2022-05-14,54.53169943981146
2022-05-15,53.935764090569634
2022-05-16,54.99379178830484
2022-05-17,55.607964948242554
2022-05-18,55.721400151172
2022-05-19,56.31304051744436
2022-05-20,50.952488487375895
